"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-04","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","22.60","A","","","2"
"2017-07","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.40","B","","","2"
"2017-10","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","26.95","A","","","2"
"2018-01","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","28.70","A","","","2"
"2018-04","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","23.25","A","","","2"
"2018-07","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","24.85","A","","","2"
"2018-10","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.50","A","","","2"
"2019-01","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.90","A","","","2"
"2019-04","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.40","A","","","2"
"2019-07","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","28.45","A","","","2"
"2019-10","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","26.30","A","","","2"
"2020-01","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","24.20","A","","","2"
"2020-10","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","24.20","A","","","2"
"2021-01","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","23.10","A","","","2"
"2021-04","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.10","A","","","2"
"2021-07","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","23.35","A","","","2"
"2021-10","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","23.85","A","","","2"
"2022-01","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.80","A","","","2"
"2022-04","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","24.25","A","","","2"
"2022-07","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.05","A","","","2"
"2022-10","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.20","A","","","2"
"2023-01","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.40","A","","","2"
"2023-04","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","24.80","A","","","2"
"2023-07","Alberta","2016A000248","Total, all occupations","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105318450","10.1.28.5","25.10","A","","","2"
"2020-01","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","25.75","B","","","2"
"2020-10","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","32.60","C","","","2"
"2021-01","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","25.85","A","","","2"
"2021-04","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","26.95","B","","","2"
"2021-07","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","22.60","A","","","2"
"2021-10","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","22.90","A","","","2"
"2022-01","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","28.40","A","","","2"
"2022-04","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","25.40","A","","","2"
"2022-07","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","26.30","A","","","2"
"2022-10","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","24.95","A","","","2"
"2023-01","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","26.65","A","","","2"
"2023-04","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","24.20","A","","","2"
"2023-07","Alberta","2016A000248","Total, all occupations","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840786","10.1.45.5","25.25","A","","","2"
"2020-01","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","23.90","A","","","2"
"2020-10","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","23.05","A","","","2"
"2021-01","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","22.45","A","","","2"
"2021-04","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","24.70","A","","","2"
"2021-07","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","23.55","A","","","2"
"2021-10","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","24.10","A","","","2"
"2022-01","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","24.90","A","","","2"
"2022-04","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","23.95","A","","","2"
"2022-07","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","24.70","A","","","2"
"2022-10","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","25.25","A","","","2"
"2023-01","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","25.20","A","","","2"
"2023-04","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","24.90","A","","","2"
"2023-07","Alberta","2016A000248","Total, all occupations","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850474","10.1.46.5","25.10","A","","","2"
"2015-01","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","33.80","E","","","2"
"2015-04","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","33.50","B","","","2"
"2015-07","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","33.65","A","","","2"
"2015-10","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","33.50","A","","","2"
"2016-01","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","32.85","A","","","2"
"2016-04","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","32.00","A","","","2"
"2016-07","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","33.95","A","","","2"
"2016-10","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","34.75","A","","","2"
"2017-01","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","36.90","A","","","2"
"2017-04","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","33.15","A","","","2"
"2017-07","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","37.05","A","","","2"
"2017-10","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","37.90","A","","","2"
"2018-01","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","35.95","A","","","2"
"2018-04","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","36.65","A","","","2"
"2018-07","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","37.20","A","","","2"
"2018-10","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","38.95","A","","","2"
"2019-01","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","39.50","A","","","2"
"2019-04","Alberta","2016A000248","Management occupations [0]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105318567","10.2.23.5","38.80","A","","","2"
